Tello: 17:18:33.934:  Info: start video thread
Tello: 17:18:33.935:  Info: send connection request (cmd="conn_req:9617")
Tello: 17:18:33.935:  Info: video receive buffer size = 425984
Tello: 17:18:33.935:  Info: state transit State::disconnected -> State::connecting
Tello: 17:18:33.956:  Info: connected. (port=9617)
Tello: 17:18:33.956:  Info: send_time (cmd=0x46 seq=0x01e4)
Tello: 17:18:33.956:  Info: state transit State::connecting -> State::connected
Tello: 17:18:33.957:  Info: get video stream
Tello: 17:18:33.957:  Info: start video (cmd=0x25 seq=0x01e4)
Tello: 17:18:34.008:  Info: recv: ack: cmd=0x34 seq=0x0000 cc 60 00 27 90 34 00 00 00 00 72 a5
Tello: 17:18:34.008:  Info: recv: ack: cmd=0x20 seq=0x0000 cc 60 00 27 b0 20 00 00 00 00 42 b9
Tello: 17:18:34.008:  Info: recv: ack: cmd=0x34 seq=0x0000 cc 60 00 27 90 34 00 00 00 00 72 a5
Tello: 17:18:34.009:  Info: recv: ack: cmd=0x20 seq=0x0000 cc 60 00 27 b0 20 00 00 00 00 42 b9
Tello: 17:18:36.947:  Info: video data 927109 bytes 450.2KB/sec loss=71
Tello: 17:18:38.948:  Info: video data 751127 bytes 366.7KB/sec
Tello: 17:18:40.949:  Info: video data 757056 bytes 369.4KB/sec
Tello: 17:18:42.949:  Info: video data 751078 bytes 366.6KB/sec
Tello: 17:18:44.146:  Info: set altitude limit 30m
Tello: 17:18:44.146:  Info: takeoff (cmd=0x54 seq=0x01e4)
Tello: 17:18:44.162:  Info: recv: ack: cmd=0x54 seq=0x0000 cc 60 00 27 b0 54 00 00 00 00 a1 81
ALT:  0 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT:  9 | SPD: -2 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 10 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 10 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 10 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 10 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 10 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 10 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 10 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
Tello: 17:18:46.987:  Info: video data 763990 bytes 367.8KB/sec
ALT: 11 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD: -1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
Tello: 17:18:49.011:  Info: video data 763543 bytes 368.3KB/sec
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
Tello: 17:18:51.017:  Info: video data 751100 bytes 365.8KB/sec
ALT: 12 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE: 11
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:18:53.046:  Info: video data 762287 bytes 366.8KB/sec loss=1
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:18:55.046:  Info: video data 754082 bytes 368.2KB/sec
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:18:57.048:  Info: video data 748397 bytes 365.1KB/sec
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:18:59.050:  Info: video data 753739 bytes 367.7KB/sec
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:18:59.728:  Info: set_yaw(val=-0.15)
Tello: 17:18:59.729:  Info: set_throttle(val=-1.00)
2 -76.28047606762698 220.92453866705318
2 -76.28047606762698 220.92453866705318
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:18:59.791:  Info: set_yaw(val=-0.15)
2 -75.44110104855349 218.79706459745785
2 -75.44110104855349 218.79706459745785
Tello: 17:18:59.860:  Info: set_yaw(val=-0.15)
2 -74.14963910397341 217.4083420585098
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 -74.14963910397341 217.4083420585098
Tello: 17:18:59.926:  Info: set_yaw(val=-0.16)
2 -80.41036650952151 220.54829209551235
2 -80.41036650952151 220.54829209551235
ALT: 11 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:18:59.995:  Info: set_yaw(val=-0.16)
2 -78.90856704529574 217.59248703226467
2 -78.90856704529574 217.59248703226467
Tello: 17:19:00.059:  Info: set_yaw(val=-0.15)
2 -76.51330694969943 215.96093910440823
ALT: 11 | SPD:  2 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 -76.51330694969943 215.96093910440823
Tello: 17:19:00.129:  Info: set_yaw(val=-0.15)
2 -74.8322108727341 218.63969891771694
2 -74.8322108727341 218.63969891771694
ALT: 11 | SPD:  3 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:00.199:  Info: set_yaw(val=-0.16)
2 -81.6953266602402 214.91594403490444
2 -81.6953266602402 214.91594403490444
Tello: 17:19:00.262:  Info: set_yaw(val=-0.15)
2 -76.07101139839938 211.43714111551662
ALT: 11 | SPD:  3 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 -76.07101139839938 211.43714111551662
Tello: 17:19:00.331:  Info: set_yaw(val=-0.14)
2 -70.40603337105563 206.68147867426296
2 -70.40603337105563 206.68147867426296
ALT: 10 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:00.397:  Info: set_yaw(val=-0.13)
2 -64.09637293633273 201.32347362741848
2 -64.09637293633273 201.32347362741848
Tello: 17:19:00.462:  Info: set_yaw(val=-0.11)
Tello: 17:19:00.462:  Info: set_throttle(val=-0.97)
2 -56.134616230094935 194.76339739069363
2 -56.134616230094935 194.76339739069363
ALT: 10 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:00.528:  Info: set_yaw(val=-0.11)
Tello: 17:19:00.529:  Info: set_throttle(val=-0.93)
2 -54.18127677258303 186.1781551192703
2 -54.18127677258303 186.1781551192703
ALT:  9 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:00.598:  Info: set_yaw(val=-0.10)
Tello: 17:19:00.598:  Info: set_throttle(val=-0.89)
2 -51.96055552777102 177.73757761225124
2 -51.96055552777102 177.73757761225124
Tello: 17:19:00.664:  Info: set_yaw(val=-0.09)
Tello: 17:19:00.664:  Info: set_throttle(val=-0.85)
2 -47.126619313324 169.2377845595779
ALT:  9 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 -47.126619313324 169.2377845595779
Tello: 17:19:00.733:  Info: set_yaw(val=-0.08)
Tello: 17:19:00.733:  Info: set_throttle(val=-0.80)
2 -40.925591919982935 160.73299711450954
2 -40.925591919982935 160.73299711450954
Tello: 17:19:00.798:  Info: set_yaw(val=-0.05)
Tello: 17:19:00.798:  Info: set_throttle(val=-0.76)
2 -25.309142563903833 152.0731641601028
ALT:  8 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 -25.309142563903833 152.0731641601028
Tello: 17:19:00.866:  Info: set_yaw(val=-0.04)
Tello: 17:19:00.866:  Info: set_throttle(val=-0.71)
2 -21.05184314068606 142.7642671416702
ALT:  8 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 -21.05184314068606 142.7642671416702
Tello: 17:19:00.934:  Info: set_yaw(val=-0.03)
Tello: 17:19:00.934:  Info: set_throttle(val=-0.67)
2 -15.874990914428736 133.9528600524368
2 -15.874990914428736 133.9528600524368
Tello: 17:19:01.000:  Info: set_yaw(val=-0.01)
Tello: 17:19:01.000:  Info: set_throttle(val=-0.63)
2 -4.6190581065063725 125.61547392115017
ALT:  7 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 -4.6190581065063725 125.61547392115017
Tello: 17:19:01.054:  Info: video data 748549 bytes 364.7KB/sec
Tello: 17:19:01.066:  Info: set_yaw(val=-0.00)
Tello: 17:19:01.066:  Info: set_throttle(val=-0.58)
2 -0.6301815253143559 116.70151632532497
2 -0.6301815253143559 116.70151632532497
ALT:  7 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:01.130:  Info: set_yaw(val=0.01)
Tello: 17:19:01.130:  Info: set_throttle(val=-0.53)
2 2.9270885247344722 106.92764967188259
2 2.9270885247344722 106.92764967188259
Tello: 17:19:01.195:  Info: set_yaw(val=0.01)
Tello: 17:19:01.195:  Info: set_throttle(val=-0.49)
2 5.585678841506933 98.41778105005642
ALT:  6 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 5.585678841506933 98.41778105005642
Tello: 17:19:01.267:  Info: set_yaw(val=0.03)
Tello: 17:19:01.267:  Info: set_throttle(val=-0.45)
2 15.17273976985166 89.42315977320095
2 15.17273976985166 89.42315977320095
ALT:  6 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:01.336:  Info: set_yaw(val=0.03)
Tello: 17:19:01.336:  Info: set_throttle(val=-0.40)
2 14.123664404785131 80.13696783289333
2 14.123664404785131 80.13696783289333
Tello: 17:19:01.397:  Info: set_yaw(val=0.03)
Tello: 17:19:01.397:  Info: set_throttle(val=-0.36)
2 16.20306661311338 71.5488778899612
ALT:  6 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 16.20306661311338 71.5488778899612
Tello: 17:19:01.466:  Info: set_yaw(val=0.04)
Tello: 17:19:01.467:  Info: set_throttle(val=-0.31)
2 20.13267424288938 62.25233095392605
2 20.13267424288938 62.25233095392605
ALT:  5 | SPD:  4 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:01.536:  Info: set_yaw(val=0.02)
Tello: 17:19:01.537:  Info: set_throttle(val=-0.26)
2 10.226009394561743 51.96743410334011
2 10.226009394561743 51.96743410334011
Tello: 17:19:01.599:  Info: set_yaw(val=0.03)
Tello: 17:19:01.599:  Info: set_throttle(val=-0.21)
2 16.553871657287573 42.80843466028591
ALT:  5 | SPD:  3 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 16.553871657287573 42.80843466028591
ALT:  4 | SPD:  2 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:01.669:  Info: set_yaw(val=0.04)
Tello: 17:19:01.669:  Info: set_throttle(val=-0.17)
2 21.767953898345922 34.966790850013695
2 21.767953898345922 34.966790850013695
Tello: 17:19:01.736:  Info: set_yaw(val=0.05)
Tello: 17:19:01.736:  Info: set_throttle(val=-0.13)
2 25.843906905090307 26.99469059214016
2 25.843906905090307 26.99469059214016
ALT:  4 | SPD:  2 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:01.802:  Info: set_yaw(val=0.06)
Tello: 17:19:01.802:  Info: set_throttle(val=-0.11)
2 30.595903899108862 21.111195261329613
2 30.595903899108862 21.111195261329613
Tello: 17:19:01.869:  Info: set_yaw(val=0.07)
Tello: 17:19:01.869:  Info: set_throttle(val=-0.07)
2 35.54918101016233 14.349898512214622
ALT:  4 | SPD:  1 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 35.54918101016233 14.349898512214622
Tello: 17:19:01.936:  Info: set_yaw(val=0.08)
Tello: 17:19:01.936:  Info: set_throttle(val=-0.04)
2 39.813116576110815 8.729379827827415
2 39.813116576110815 8.729379827827415
ALT:  4 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
Tello: 17:19:02.000:  Info: set_yaw(val=0.11)
Tello: 17:19:02.000:  Info: set_throttle(val=-0.01)
2 56.85029270831296 2.78950088724514
2 56.85029270831296 2.78950088724514
Tello: 17:19:02.070:  Info: set_yaw(val=0.12)
Tello: 17:19:02.070:  Info: set_throttle(val=0.01)
2 59.9139194745178 -1.3352473427353289
ALT:  4 | SPD:  0 | BAT: 64 | WIFI: 90 | CAM:  0 | MODE:  6
2 59.9139194745178 -1.3352473427353289
Tello: 17:19:02.133:  Info: set_yaw(val=0.16)
Tello: 17:19:02.133:  Info: set_throttle(val=0.03)
2 78.5520801800842 -6.284751241355934
